overall,reviewText,summary,documents
5.0,"Great product! I recently got into wet shaving with a double edge safety razor, and wanted something to hold my brush and razor in order to keep them off the bathroom counter. The ""Perfecto"" stand came up in a search and seeing as how it looked well built and had a very reasonable price, I decided to give it a try. Bottom line...I couldn't be happier. It's well built, looks great and holds my items just as it was intended. I definitely recommend this product. Well done!",A wonderful brush and razor stand for the wet shaver.,"['great', 'product', 'recently', 'get', 'wet', 'shaving', 'double', 'edge', 'safety', 'razor', 'want', 'something', 'hold', 'brush', 'razor', 'order', 'keep', 'bathroom', 'counter', 'perfecto', 'stand', 'come', 'search', 'see', 'look', 'well', 'build', 'reasonable', 'price', 'decide', 'give', 'try', 'bottom', 'line', 'could', 'nt', 'happy', 'well', 'build', 'look', 'great', 'hold', 'item', 'intend', 'definitely', 'mend', 'product', 'well', 'do']"
5.0,"Beautiful product, matches and holds my Braveheart saftey razor and Parker Silvertip Badger brush perfectly.  The holder is nice and heavy, feels very solid.  I'd buy again.","Beautiful product, matches and holds my Braveheart saftey razor ...","['beautiful', 'product', 'match', 'hold', 'braveheart', 'saftey', 'razor', 'parker', 'silvertip', 'badger', 'brush', 'perfectly', 'holder', 'nice', 'heavy', 'feel', 'solid', 'buy']"
5.0,"Works well, stable when the brush is wet. Looks nice.",Looks nice.,"['work', 'well', 'stable', 'brush', 'wet', 'look', 'nice']"
4.0,Should work great!,Four Stars,"['work', 'great']"
5.0,Good sturdy product,Five Stars,"['good', 'sturdy', 'product']"
5.0,Less clunky-looking than a cup!  Looks really nice!,Looks really nice!,"['less', 'clunkylooke', 'cup', 'look', 'really', 'nice']"
5.0,Quality stand. Nicely fit my Edwin Jagger De89lb.,Quality Brush Stand,"['quality', 'stand', 'nicely', 'fit', 'edwin', 'jagger', 'delb']"
5.0,looks very nice have had it for six months. solid product.,Five Stars,"['look', 'nice', 'six', 'month', 'solid', 'product']"
5.0,A little larger than I expected but otherwise looks great and works well. The brush handle was too fat but managed to fit it on upside down between the bristles and handle.,A little larger than I expected but otherwise looks great and works well,"['little', 'large', 'expect', 'otherwise', 'look', 'great', 'work', 'well', 'brush', 'handle', 'fat', 'manage', 'fit', 'upside', 'bristle', 'handle']"
4.0,"I bought this as a gift to add to the quality shaving brush and other shaving products for my son in law.  I selected it among several on the market and examined it carefully after receiving it. It is exactly what I had hoped for, namely, solid chromed metal, enough weight not to be tippy, able to be screwed apart, hopefully rustproof...we'll see...and able to hold the brush and razor purchased separately.  I might have given it 4 stars if I had been able to use it myself.  If my son-in-law likes it, I'll get this one also for myself as I now have a quality brush given to me in a package of creams, etc., but without a stand.  After only a month of enjoying lathering with a brush, I see that it is definitely necessary to have a stand to hang it upside down to allow water not to sit in and on the handle to eventually corrode the handle and the brush hairs at their base.  The brush needs to air dry hanging down. A quality brush deserves a quality stand.",A quality shaving brush deserves a quality stand.,"['buy', 'gift', 'add', 'quality', 'shaving', 'brush', 'shaving', 'product', 'son', 'law', 'select', 'among', 'several', 'market', 'examine', 'carefully', 'receive', 'exactly', 'hope', 'namely', 'solid', 'chromed', 'metal', 'enough', 'weight', 'tippy', 'able', 'screw', 'apart', 'hopefully', 'rustproof', 'see', 'able', 'hold', 'brush', 'razor', 'purchase', 'separately', 'may', 'give', 'star', 'able', 'use', 'soninlaw', 'like', 'get', 'one', 'also', 'quality', 'brush', 'give', 'package', 'cream', 'etc', 'without', 'stand', 'month', 'enjoy', 'lather', 'brush', 'see', 'definitely', 'necessary', 'stand', 'hang', 'upside', 'allow', 'water', 'sit', 'handle', 'eventually', 'corrode', 'handle', 'brush', 'hair', 'base', 'brush', 'need', 'air', 'dry', 'hang', 'quality', 'brush', 'deserve', 'quality', 'stand']"
5.0,"A sleek and handsome design that is well weighted so it does not tip over, non-slip bottom and solid construction overall. Delivered when promised.",A solid purchase,"['sleek', 'handsome', 'design', 'well', 'weighted', 'tip', 'nonslip', 'bottom', 'solid', 'construction', 'overall', 'deliver', 'promise']"
5.0,Can't give you a review because I bought it for my grandson. The item seems of good quality and looks great. Great buy.,The item seems of good quality and looks great,"['ca', 'nt', 'give', 'review', 'buy', 'grandson', 'item', 'seem', 'good', 'quality', 'look', 'great', 'great', 'buy']"
5.0,My husband bought this stand years ago for his razor and brush.  It has been extremely durable and is pretty enough to leave on the counter. He liked it so much he's now buying it as gifts for family and friends!,Durable and a great gift,"['husband', 'buy', 'stand', 'year', 'ago', 'razor', 'brush', 'extremely', 'durable', 'pretty', 'enough', 'leave', 'counter', 'like', 'much', 'buy', 'gift', 'family', 'friend']"
5.0,"Heavy, good looking, performs it's function well. Fast delivery.",Good product,"['heavy', 'good', 'look', 'perform', 'function', 'well', 'fast', 'delivery']"
5.0,Have not used it yet because it is a present but you would think it cam from that fancy store in the mall.,Looks nice,"['use', 'yet', 'present', 'would', 'think', 'cam', 'fancy', 'store', 'mall']"
5.0,"I've only had this for a week, so can't speak to longevity.  But it is really pretty and has some density, given its relative cheap price.  Other chrome razor stands can be >$100.  It's is a nice sleek addition to my bathroom.",Very pretty for its price.,"['week', 'ca', 'nt', 'speak', 'longevity', 'really', 'pretty', 'density', 'give', 'relative', 'cheap', 'price', 'chrome', 'razor', 'stand', 'nice', 'sleek', 'addition', 'bathroom']"
5.0,Simple but does the job.,Good.,"['simple', 'job']"
5.0,"This is a great stand, does what it is supposed to do and doesn't fall over.",nice,"['great', 'stand', 'suppose', 'nt', 'fall']"
5.0,Looks as sharp as my razor!,Sharp Squared,"['look', 'sharp', 'razor']"
5.0,"Great quality, functional product. No complaints.","Great quality, functional product","['great', 'quality', 'functional', 'product', 'complaint']"
4.0,"I bought this stand for my son as a Christmas gift.  It looks great and it has a sold, stable quality to it.  I hope he likes it!!
I may even buy one for myself.....",Great quality stand,"['buy', 'stand', 'son', 'christmas', 'gift', 'look', 'great', 'sell', 'stable', 'quality', 'hope', 'like', 'may', 'even', 'buy', 'one']"
5.0,Beautiful and as expected,Five Stars,"['beautiful', 'expect']"
5.0,Perfect for holding my brush and razor and has a classy look as well,Five Stars,"['perfect', 'hold', 'brush', 'razor', 'classy', 'look', 'well']"
5.0,This is a great stand for the price.  It feels sturdy and easily supports both my DE safety razor and badger fur brush.  The chrome is nice and shiny and looks great on the counter top.  Can't beat this stand in my opinion.,This is a great stand for the price,"['great', 'stand', 'price', 'feel', 'sturdy', 'easily', 'support', 'de', 'safety', 'razor', 'badger', 'fur', 'brush', 'chrome', 'nice', 'shiny', 'look', 'great', 'counter', 'top', 'ca', 'nt', 'beat', 'stand', 'opinion']"
5.0,You can feel the high build quality. Product works great.,Product works great.,"['feel', 'high', 'build', 'quality', 'product', 'work', 'great']"
5.0,it is exactly  what iwas looking for at a very reasonable price - brush and razor fit perfecly,it is exactly what iwas looking for at a very ...,"['exactly', 'iwas', 'look', 'reasonable', 'price', 'brush', 'razor', 'fit', 'perfecly']"
5.0,Awesome!  Thank you!  My husband will be delighted!,Awesome,"['awesome', 'thank', 'husband', 'delighted']"
5.0,"Very well made, nice product. I messed up and didn't pay attention to the opening they provided in the description, and my shaving brush does not fit. They specified the size, but I failed to check my brush. I will be ordering a brush to fit the stand, because its that nice.",nice product. I messed up and didn't pay attention ...,"['well', 'make', 'nice', 'product', 'messed', 'nt', 'pay', 'attention', 'opening', 'provide', 'description', 'shaving', 'brush', 'fit', 'specify', 'size', 'fail', 'check', 'brush', 'order', 'brush', 'fit', 'stand', 'nice']"
1.0,Didn't fit brush and razor! Too late to return it now.,One Star,"['nt', 'fit', 'brush', 'razor', 'late', 'return']"
5.0,I purchased this as a gift and it feels sturdy and has a nice shine. The shipping was incredibly fast it came within one day.,Razor and Brush Stand,"['purchase', 'gift', 'feel', 'sturdy', 'nice', 'shine', 'shipping', 'incredibly', 'fast', 'come', 'within', 'one', 'day']"
5.0,"The product was shipped and arrived on time. The product is sturdy and is able to hold both my Edwin Jagger best badger brush and matching EJ Mach 3 handle with no issue. The razor handle has a nice base under the blade release button, allowing a perfect fit.",Quality build. Fits both Edwin Jagger Brush & Mach 3 handle,"['product', 'ship', 'arrive', 'time', 'product', 'sturdy', 'able', 'hold', 'edwin', 'jagger', 'good', 'badger', 'brush', 'matching', 'ej', 'mach', 'handle', 'issue', 'razor', 'handle', 'nice', 'base', 'blade', 'release', 'button', 'allow', 'perfect', 'fit']"
5.0,A very quality stand for my new safety razor and shaving brush. Very solid and nice workmanship. I would recommend this item.,Very solid and nice workmanship. I would recommend this item,"['quality', 'stand', 'new', 'safety', 'razor', 'shaving', 'brush', 'solid', 'nice', 'workmanship', 'would', 'mend', 'item']"
4.0,Well made!,Four Stars,"['well', 'make']"
5.0,Good.,Five Stars,['good']
5.0,Beautiful.  Looks so much nicer than laying down the razor and the brush.  Looked much cleaner!,Beautiful. Looks so much nicer than laying down the ...,"['beautiful', 'look', 'much', 'nicer', 'lay', 'razor', 'brush', 'look', 'much', 'clean']"
5.0,Perfect for my husband's razor & brush.,Five Stars,"['perfect', 'husband', 'razor', 'brush']"
5.0,"It's a great combination stand.  Looks good, doesn't rust (like my old one).  Does exactly what it's supposed to do.  Did have to tighten the nut on the base, but that took two seconds.  If you need a good, basic stand to hold a razor and brush, don't look any further.  This is the one.",Great razor and brush stand,"['great', 'combination', 'stand', 'look', 'good', 'nt', 'rust', 'like', 'old', 'one', 'exactly', 'suppose', 'tighten', 'nut', 'base', 'take', 'two', 'second', 'need', 'good', 'basic', 'stand', 'hold', 'razor', 'brush', 'nt', 'look', 'one']"
4.0,Very durable design. The brush holder extends far enough out to accommodate even large badger brushes. The finish is very nice and easy to clean if water spots develop over time. If the stand does ever start to come loose you can pop off the bottom and tighten it right up. Overall I have no complaints other than the slightly higher price compared to other similar stands.,Very sturdy,"['durable', 'design', 'brush', 'holder', 'extend', 'far', 'enough', 'modate', 'even', 'large', 'badger', 'brush', 'finish', 'nice', 'easy', 'clean', 'water', 'spot', 'develop', 'time', 'stand', 'ever', 'start', 'come', 'loose', 'pop', 'bottom', 'tighten', 'right', 'overall', 'complaint', 'slightly', 'high', 'price', 'compare', 'similar', 'stand']"
5.0,Works great and is definitely worth the money. There are cooler designs out there but they cost a lot more. 10/10 would buy again,Would buy again!,"['work', 'great', 'definitely', 'worth', 'money', 'cooler', 'design', 'cost', 'lot', 'would', 'buy']"
5.0,Bought it as a christmas gift and I opened the package to inspect it. Good sturdy quality!,Good sturdy quality,"['buy', 'christmas', 'gift', 'open', 'package', 'inspect', 'good', 'sturdy', 'quality']"
5.0,Perfect to round off a Christmas present for my husband,Five Stars,"['perfect', 'round', 'christmas', 'present', 'husband']"
5.0,Has a nice decently weighted base that allows good stability when I hang my brush and razor on the stand. I have my long handle Merkur razor on one side and a small badger brush on the other. Never tips when placing things down or lifting things from the stand.,Has a nice decently weighted base that allows good stability when I ...,"['nice', 'decently', 'weighted', 'base', 'allow', 'good', 'stability', 'hang', 'brush', 'razor', 'stand', 'long', 'handle', 'merkur', 'razor', 'one', 'side', 'small', 'badger', 'brush', 'never', 'tip', 'place', 'thing', 'lift', 'thing', 'stand']"
5.0,I  had no proper way to store my razor and brush. This stand is a godsend that allows my brush to dry and keeps my razor in one place.,Godsend,"['proper', 'way', 'store', 'razor', 'brush', 'stand', 'godsend', 'allow', 'brush', 'dry', 'keep', 'razor', 'one', 'place']"
5.0,"Works perfectly does what it is supposed to do keeps the top of the sink nice and neat
Good quality",Good quality,"['work', 'perfectly', 'suppose', 'keep', 'top', 'sink', 'nice', 'neat', 'good', 'quality']"
5.0,Looks good,Five Stars,"['look', 'good']"
5.0,Everything was exactly as advertised.  I am very happy with my purchase.,I am very happy with my purchase,"['everything', 'exactly', 'advertise', 'happy', 'purchase']"
4.0,"Nice product, fits most razor and brush combos, wish I could get it in stainless steel.  Otherwise 5 star","Nice, well designed product","['nice', 'product', 'fit', 'razor', 'brush', 'combos', 'wish', 'could', 'get', 'stainless', 'steel', 'otherwise', 'star']"
5.0,"Great product, beautiful finish, fits my brush and razor perfectly. The stand was a little loose when it arrived but all I had to do was tighten the handle while pushing in on the base.",Love it!!,"['great', 'product', 'beautiful', 'finish', 'fit', 'brush', 'razor', 'perfectly', 'stand', 'little', 'loose', 'arrive', 'tighten', 'handle', 'push', 'base']"
5.0,Great looking product. I love the extra bit for the razor. The rubber bottom helps the stand stay in one place.,Satisfying product,"['great', 'look', 'product', 'love', 'extra', 'bit', 'razor', 'rubber', 'bottom', 'help', 'stand', 'stay', 'one', 'place']"
5.0,"Perfect compliment to my shaving set, it is mandatory to have this.",Five Stars,"['perfect', 'compliment', 'shaving', 'set', 'mandatory']"
5.0,Doesn't rust and has a good look to it.,Five Stars,"['nt', 'rust', 'good', 'look']"
4.0,Nice!,Four Stars,['nice']
5.0,This was bought for a Christmas present. Received ok and like the quality of of the stand. Pretty sure the person who it is for will like it.,Great gift for a man,"['buy', 'christmas', 'present', 'receive', 'ok', 'like', 'quality', 'stand', 'pretty', 'sure', 'person', 'like']"
5.0,"Great product and fast shipping.  My husband has used it for a few weeks now; it looks nice, and is easily cleaned.",Great product.,"['great', 'product', 'fast', 'shipping', 'husband', 'use', 'week', 'look', 'nice', 'easily', 'clean']"
5.0,Well made product- very stable hold Parker 99 and Parker brush well and does not require any special twisting to make things fit-. Hangs brush upside down to allow it to drain and dry properly. Fine product well worth the money,Fine product well worth the,"['well', 'make', 'product', 'stable', 'hold', 'parker', 'parker', 'brush', 'well', 'require', 'special', 'twisting', 'make', 'thing', 'fit', 'hangs', 'brush', 'upside', 'allow', 'drain', 'dry', 'properly', 'fine', 'product', 'well', 'worth', 'money']"
5.0,works great,Five Stars,"['work', 'great']"
5.0,"Nice piece, looks nice holding my handle and brush",Five Stars,"['nice', 'piece', 'look', 'nice', 'hold', 'handle', 'brush']"
5.0,Excellent.  Heavy enough to hold my razor and brush.,Excellent. Heavy enough to hold my razor and brush,"['excellent', 'heavy', 'enough', 'hold', 'razor', 'brush']"
5.0,"It has a weighted bottom, looks nice, and holds my Edwin Jagger DE89Lbl Lined Detail Chrome Plated Double Edge Safety Razor and my Badger Vie-Long Cachurro Horse Hair Shaving Brush.  This was what I needed.",what I needed,"['weighted', 'bottom', 'look', 'nice', 'hold', 'edwin', 'jagger', 'delbl', 'line', 'detail', 'chrome', 'plate', 'double', 'edge', 'safety', 'razor', 'badger', 'vielong', 'cachurro', 'horse', 'hair', 'shaving', 'brush', 'need']"
5.0,Product arrived on time.  Looks nice with my merkur razor and balances nicely with brush.  Has a quality feel to it and I highly recommend it.,Looks nice with my merkur razor and balances nicely with brush,"['product', 'arrive', 'time', 'look', 'nice', 'merkur', 'razor', 'balance', 'nicely', 'brush', 'quality', 'feel', 'highly', 'mend']"
5.0,"This combination razor/brush stand is simple, elegant and perfectly functional. The smooth, reflective base and holder pair perfectly with the cross-hatched pole to create a handsome, classic look. It arrived right on schedule and in perfect condition. I'm very pleased with this purchase.",It arrived right on schedule and in perfect condition. I'm very pleased with this purchase,"['combination', 'razorbrush', 'stand', 'simple', 'elegant', 'perfectly', 'functional', 'smooth', 'reflective', 'base', 'holder', 'pair', 'perfectly', 'crosshatch', 'pole', 'create', 'handsome', 'classic', 'look', 'arrive', 'right', 'schedule', 'perfect', 'condition', 'pleased', 'purchase']"
5.0,"Yep, holds my razor, and brush. Also works great as a back scratcher!","Yep, Works Great & Multipurpose!","['yep', 'hold', 'razor', 'brush', 'also', 'work', 'great', 'back', 'scratcher']"
5.0,Bought this as a Mother's Day Gift and she loved it!,Five Stars,"['buy', 'mother', 'day', 'gift', 'love']"
5.0,Good quality.  Handy to have to keep these little varmits in check...lol,Great product.  Very happy,"['good', 'quality', 'handy', 'keep', 'little', 'varmit', 'check', 'lol']"
5.0,"Quality construction, good finish and weight. Arrived wobbly; tightened with a twist. Tall enough for a long-handled safety DE razor. Brush rack is 1 1/16"" wide.",good finish and weight,"['quality', 'construction', 'good', 'finish', 'weight', 'arrive', 'wobbly', 'tighten', 'twist', 'tall', 'enough', 'longhandle', 'safety', 'de', 'razor', 'brush', 'rack', 'wide']"
1.0,"Base wobbled up to 20 degrees. The openings were also too narrow for the equipment, which isn't totally their fault, but the 1 star is mostly because it's incredibly poorly made and I don't understand how it got 5 stars to begin with. Maybe it was just bad luck.",Maybe it was just bad luck.,"['base', 'wobble', 'degree', 'opening', 'also', 'narrow', 'equipment', 'nt', 'totally', 'fault', 'star', 'mostly', 'incredibly', 'poorly', 'make', 'nt', 'understand', 'get', 'star', 'begin', 'maybe', 'bad', 'luck']"
5.0,Looks great!,Five Stars,"['look', 'great']"
5.0,This stand is very helpful and useful when it comes to storing your brush and razor. I always get complements when people see it which is great since I don't like having things spreaded out. It doesn't take up a lot of space in the sink counter where I store it. Would definitely recommend these to anyone looking for a great stand that will definitely store your items in a reliable/clean way where complements will be said by friends and family.,Does the trick.,"['stand', 'helpful', 'useful', 'come', 'store', 'brush', 'razor', 'always', 'get', 'complement', 'people', 'see', 'great', 'since', 'nt', 'like', 'thing', 'spread', 'nt', 'take', 'lot', 'space', 'sink', 'counter', 'store', 'would', 'definitely', 'mend', 'anyone', 'look', 'great', 'stand', 'definitely', 'store', 'item', 'reliableclean', 'way', 'complement', 'say', 'friend', 'family']"
5.0,Love it!,Five Stars,['love']
5.0,Good quality. Has a nice weight to it and is built for what it's supposed to do.,Good product.,"['good', 'quality', 'nice', 'weight', 'build', 'suppose']"
5.0,"This stand is of very high quality. It feels quite hefty and solid, and it looks like a high grade of stainless steel. It definitely does not look or feel cheap. And actually, the picture of it on Amazon doesn't do it justice. This is a quality product and looks great with my shaving brush and shiny new razor. Highly recommended!",Very high quality stand,"['stand', 'high', 'quality', 'feel', 'quite', 'hefty', 'solid', 'look', 'like', 'high', 'grade', 'stainless', 'steel', 'definitely', 'look', 'feel', 'cheap', 'actually', 'picture', 'amazon', 'nt', 'justice', 'quality', 'product', 'look', 'great', 'shaving', 'brush', 'shiny', 'new', 'razor', 'highly', 'mended']"
5.0,"Very attractive, stylish and functional addition to my bathroom counter top. It does the job and adds a touch of sophistication.","Attractive, stylish and function.","['attractive', 'stylish', 'functional', 'addition', 'bathroom', 'counter', 'top', 'job', 'add', 'touch', 'sophistication']"
5.0,Great option to get you started.,Five Stars,"['great', 'option', 'get', 'start']"
5.0,Very high quality! I love it.,Very Nice Stand,"['high', 'quality', 'love']"
5.0,Just a simple stand but heavy enough to hold a wet shave brush and a heavy Merkur razor without the slightest wobble.  Definitely would buy again.,"Nice, solid stand","['simple', 'stand', 'heavy', 'enough', 'hold', 'wet', 'shave', 'brush', 'heavy', 'merkur', 'razor', 'without', 'slight', 'wobble', 'definitely', 'would', 'buy']"
4.0,"Fits my Parker, Fatip and Merkur razors fine, but the Vulfix brush not as well, as I must ""rest"" it on its handle to get the bristles to face down so they dry properly - the handle will not fit the slot.","A good product, but not quite perfect....","['fit', 'parker', 'fatip', 'merkur', 'razor', 'fine', 'vulfix', 'brush', 'well', 'must', 'rest', 'handle', 'get', 'bristle', 'face', 'dry', 'properly', 'handle', 'fit', 'slot']"
5.0,"Product was exactly as advertised, quality is excellent, item arrived earlier than expected. Thanks again!",Great product prompt shipping and delivery!,"['product', 'exactly', 'advertise', 'quality', 'excellent', 'item', 'arrive', 'early', 'expect', 'thanks']"
5.0,Heavy and attractive. I was worried this would be junk as it was significantly cheaper then most other ones I looked at. Glad I cheaped  out this time. It looks great and feels like a solid heavy luxury product. No regrets.,Don't waste your money on the expensive ones - Get this one!,"['heavy', 'attractive', 'worried', 'would', 'junk', 'significantly', 'cheap', 'one', 'look', 'glad', 'cheaped', 'time', 'look', 'great', 'feel', 'like', 'solid', 'heavy', 'luxury', 'product', 'regret']"
5.0,"Wonderful quality, heavy, and looks great on the sink.",Five Stars,"['wonderful', 'quality', 'heavy', 'look', 'great', 'sink']"
5.0,Razor and brush fit perfectly and looks great,Good looking and practical,"['razor', 'brush', 'fit', 'perfectly', 'look', 'great']"
5.0,And this is a great one to buy. It came quick and packaged well. No assembly required. Sturdy and stationary. My safety razor and badger brush (both from Viking) fit like gloves.,You need a stand...,"['great', 'one', 'buy', 'come', 'quick', 'package', 'well', 'assembly', 'require', 'sturdy', 'stationary', 'safety', 'razor', 'badger', 'brush', 'vike', 'fit', 'like', 'glove']"
5.0,Straight forward product. Holds up my razor and brush and looks good.,Holds up my razor and brush and looks good.,"['straight', 'forward', 'product', 'hold', 'razor', 'brush', 'look', 'good']"
5.0,Excellent product  Stand is very stable and does what it was designed to do.  Currently using the stand with a Parker Silvertip Badger Bristle shaving brush and a Gillette Mach3 razor.,Excellent product Stand is very stable and does what it ...,"['excellent', 'product', 'stand', 'stable', 'design', 'currently', 'use', 'stand', 'parker', 'silvertip', 'badger', 'bristle', 'shaving', 'brush', 'gillette', 'mach', 'razor']"
4.0,"Good looking razor and brush holder.  It's early to see how it will hold to moisture in bathroom. But I'm happy with the quality of product,does what I need it for.",Good looking razor and brush holder,"['good', 'look', 'razor', 'brush', 'holder', 'early', 'see', 'hold', 'moisture', 'bathroom', 'happy', 'quality', 'product', 'need']"
4.0,"Great addition to my bathroom counter, keeps my razor and brush stored perfectly and not tossed into a drawer. My brush now drys properly and is always at the ready for a shave. The stand is solid and well build...a classy addition to any man's grooming collection.",Guy's this is a must have!,"['great', 'addition', 'bathroom', 'counter', 'keep', 'razor', 'brush', 'store', 'perfectly', 'toss', 'drawer', 'brush', 'drys', 'properly', 'always', 'ready', 'shave', 'stand', 'solid', 'well', 'build', 'classy', 'addition', 'man', 'groom', 'collection']"
5.0,"I really like my new razor. The only thing is I had to learn to use it, but now it's great and the money I will save in the future.",I really like my new razor,"['really', 'like', 'new', 'razor', 'thing', 'learn', 'use', 'great', 'money', 'save', 'future']"
5.0,"Thin enough to fit over my closet doors and all the normal doors in my house (sadly, my bedroom door is the victim of a 100 year old sagging foundation and nothing fits over it). Pretty colors, very useful! I can pile a lot on each hook (3-4 hangers on one, a fluffy bath towel and t shirt on another, a thick robe on a third, etc).",Cheery colors and very useful!,"['thin', 'enough', 'fit', 'closet', 'door', 'normal', 'door', 'house', 'sadly', 'bedroom', 'door', 'victim', 'year', 'old', 'sag', 'foundation', 'nothing', 'fit', 'pretty', 'color', 'useful', 'pile', 'lot', 'hook', 'hanger', 'one', 'fluffy', 'bath', 'towel', 'shirt', 'another', 'thick', 'robe', 'third', 'etc']"
5.0,"Well balanced, looks nice.",looks nice.,"['well', 'balance', 'look', 'nice']"
5.0,I bought this as a birthday gift.  The recipient was very happy and is looking forward to using it a long time.  It even matches his razor. I was pleasantly surprised at how well made and substantial it is. This is a very nice brush & razor stand.,Classy look and well made,"['buy', 'birthday', 'gift', 'recipient', 'happy', 'look', 'forward', 'use', 'long', 'time', 'even', 'match', 'razor', 'pleasantly', 'surprised', 'well', 'make', 'substantial', 'nice', 'brush', 'razor', 'stand']"
3.0,"The quality of the product is very good, but I am not happy with the design. The place to hold the brush is ok, but I have problem (in fact, I can't) to hold many kind of razor like Gillette Match III or similar","The quality of the product is very good, but I am not happy with the design","['quality', 'product', 'good', 'happy', 'design', 'place', 'hold', 'brush', 'ok', 'problem', 'fact', 'ca', 'nt', 'hold', 'many', 'kind', 'razor', 'like', 'gillette', 'match', 'iii', 'similar']"
5.0,Fast Delivery.  The product is sturdy and solid.  I love it!,The product is sturdy and solid,"['fast', 'delivery', 'product', 'sturdy', 'solid', 'love']"
5.0,Does exactly what it needs to do and isn't hard to clean. Has protected my brush very well.,Worthwhile buy - Very solid,"['exactly', 'need', 'nt', 'hard', 'clean', 'protect', 'brush', 'well']"
5.0,Superior quality and fits my shaving brush perfectly. The weight distribution and metal material looks as great as it performs.,Superior quality and fits my shaving brush perfectly,"['superior', 'quality', 'fit', 'shaving', 'brush', 'perfectly', 'weight', 'distribution', 'metal', 'material', 'look', 'great', 'perform']"
5.0,Looks masculine and fits my blades/ brushes from different manufactures just fine!,Looks sharp!,"['look', 'masculine', 'fit', 'blade', 'brush', 'different', 'manufactures', 'fine']"
5.0,Very nice product n company..,Five Stars,"['nice', 'product', 'n', 'company']"
5.0,It works really well with my razor and brush.,Five Stars,"['work', 'really', 'well', 'razor', 'brush']"
5.0,"Product is as advertised.  I was worried about fit for my brush & HARRY'S razor but both fit w/o problem.  Nice upgrade from my clear plastic brush holder & razor tossed on shelf.  Stand dresses up our small sink area in our RV!  Base was loose - as expected - all I had to do was hold the stand & tighten the base - SIMPLE.  Well worth the price, you will not be disappointed!",Nice upgrade from my clear plastic brush holder & razor ...,"['product', 'advertise', 'worried', 'fit', 'brush', 'harry', 'razor', 'fit', 'wo', 'problem', 'nice', 'upgrade', 'clear', 'plastic', 'brush', 'holder', 'razor', 'toss', 'shelf', 'stand', 'dress', 'small', 'sink', 'area', 'rv', 'base', 'loose', 'expect', 'hold', 'stand', 'tighten', 'base', 'simple', 'well', 'worth', 'price', 'disappointed']"
5.0,My husband loves this.,Five Stars,"['husband', 'love']"
5.0,Heavy  duty good  construction and functional,shaving  stand,"['heavy', 'duty', 'good', 'construction', 'functional']"
5.0,"Very nice stand. Holds the razor and brush and has a nice gleam to it. Do note that this is for a standard size brush handle! I do have a few brushes (Stirling badger for instance) that while they do fit, are hanging on more of a balancing act rather than flush in the stand. Not a problem as long as you're aware!",Very nice stand. Holds the razor and brush and has ...,"['nice', 'stand', 'hold', 'razor', 'brush', 'nice', 'gleam', 'note', 'standard', 'size', 'brush', 'handle', 'brush', 'stirle', 'badger', 'instance', 'fit', 'hang', 'balance', 'act', 'rather', 'flush', 'stand', 'problem', 'long', 'aware']"
1.0,"The product is weak junk.  It barely stands.  It wobbles like a drunken sailor on his first night in port. When I take my brush off, the ""stand"" heads in the opposite direction, threatening to catapult my razor off.  Not safe.  You get what you pay for I guess.",It wobbles like a drunken sailor on his first night in port,"['product', 'weak', 'junk', 'barely', 'stand', 'wobble', 'like', 'drunken', 'sailor', 'first', 'night', 'port', 'take', 'brush', 'stand', 'head', 'opposite', 'direction', 'threaten', 'catapult', 'razor', 'safe', 'get', 'pay', 'guess']"
5.0,Looks great on the bath vanity. Nice weighted base,Five Stars,"['look', 'great', 'bath', 'vanity', 'nice', 'weighted', 'base']"
5.0,SUPER,Five Stars,['super']
5.0,"SUPER impressed with this stand, very well built, worth a few extra bucks to get a solid, heavy, beautifully finished shave stand. I'll mention also it looks pretty excellent with a Simpsons brush and 1960 SS Blue Tip hanging from it!",#ShaveLikeYourGrandpa,"['super', 'impress', 'stand', 'well', 'build', 'worth', 'extra', 'buck', 'get', 'solid', 'heavy', 'beautifully', 'finish', 'shave', 'stand', 'mention', 'also', 'look', 'pretty', 'excellent', 'simpson', 'brush', 'ss', 'blue', 'tip', 'hang']"
5.0,Holds mercur perfectly.,Five Stars,"['hold', 'mercur', 'perfectly']"
5.0,"Exactly as described, just what I needed.",Good item,"['exactly', 'describe', 'need']"
5.0,"Solid and sturdy.
A wonderful product.",Five Stars,"['solid', 'sturdy', 'wonderful', 'product']"
4.0,"Works well.  The brush hanger part doesn't work with all my brushes, but that is minor.  It looks good and works well.  Only 4 stars as the bottom on mine is a little uneven but doesn't effect it's use.  Worth the money.",It looks good and works well,"['work', 'well', 'brush', 'hanger', 'part', 'nt', 'work', 'brush', 'minor', 'look', 'good', 'work', 'well', 'star', 'bottom', 'mine', 'little', 'uneven', 'nt', 'effect', 'use', 'worth', 'money']"
5.0,"Perfect, love it",Five Stars,"['perfect', 'love']"
